Injector,Node,PhysicalArea,LossFactor,IgnoreLoss
N160281_1,N160281,,0.00000000,0
N160286_1,N160286,,0.00000000,0
N160288_1,N160288,,0.00000000,0
N160291_1,N160291,,0.00000000,0
N160293_1,N160293,,0.00000000,0
N160294_1,N160294,,0.00000000,0
N160297_1,N160297,,0.00000000,0
N160298_1,N160298,,0.00000000,0
N160301_1,N160301,,0.00000000,0
N160303_1,N160303,,0.00000000,0
N170518_1,N170518,,0.00000000,0
N170519_1,N170519,,0.00000000,0
N170522_1,N170522,,0.00000000,0
N170523_1,N170523,,0.00000000,0
N170524_1,N170524,,0.00000000,0
N170525_1,N170525,,0.00000000,0
N170528_1,N170528,,0.00000000,0
N170529_1,N170529,,0.00000000,0
N170529_2,N170529,,0.00000000,0
N170530_1,N170530,,0.00000000,0
N170530_2,N170530,,0.00000000,0
N170532_1,N170532,,0.00000000,0
N170533_1,N170533,,0.00000000,0
N170535_1,N170535,,0.00000000,0
N170536_1,N170536,,0.00000000,0
N170540_1,N170540,,0.00000000,0
N170541_1,N170541,,0.00000000,0
N170542_1,N170542,,0.00000000,0
N170550_1,N170550,,0.00000000,0
N170551_1,N170551,,0.00000000,0
N170552_1,N170552,,0.00000000,0
N170553_1,N170553,,0.00000000,0
N170554_1,N170554,,0.00000000,0
N170555_1,N170555,,0.00000000,0
N170564_1,N170564,,0.00000000,0
N170565_1,N170565,,0.00000000,0
N170577_1,N170577,,0.00000000,0
N170579_1,N170579,,0.00000000,0
N170583_1,N170583,,0.00000000,0
N180111_1,N180111,,0.00000000,0
N180114_1,N180114,,0.00000000,0
N180117_1,N180117,,0.00000000,0
N180119_1,N180119,,0.00000000,0
N180121_1,N180121,,0.00000000,0
N180123_1,N180123,,0.00000000,0
N180126_1,N180126,,0.00000000,0
N180128_1,N180128,,0.00000000,0
N180131_1,N180131,,0.00000000,0
N180134_1,N180134,,0.00000000,0
N180137_1,N180137,,0.00000000,0
N180140_1,N180140,,0.00000000,0
N180143_1,N180143,,0.00000000,0
N180145_1,N180145,,0.00000000,0
N190106_1,N190106,,0.00000000,0
N190114_1,N190114,,0.00000000,0
N190118_1,N190118,,0.00000000,0
N190120_1,N190120,,0.00000000,0
N190123_1,N190123,,0.00000000,0
N190124_1,N190124,,0.00000000,0
N190129_1,N190129,,0.00000000,0
N190132_1,N190132,,0.00000000,0
N190134_1,N190134,,0.00000000,0
N190136_1,N190136,,0.00000000,0
N190139_1,N190139,,0.00000000,0
N190142_1,N190142,,0.00000000,0
N190145_1,N190145,,0.00000000,0
N190147_1,N190147,,0.00000000,0
N190149_1,N190149,,0.00000000,0
N190152_1,N190152,,0.00000000,0
N190155_1,N190155,,0.00000000,0
N190157_1,N190157,,0.00000000,0
N190159_1,N190159,,0.00000000,0
N190162_1,N190162,,0.00000000,0
N190165_1,N190165,,0.00000000,0
N190167_1,N190167,,0.00000000,0
N190169_1,N190169,,0.00000000,0
N190172_1,N190172,,0.00000000,0
N190177_1,N190177,,0.00000000,0
N190182_1,N190182,,0.00000000,0
N190185_1,N190185,,0.00000000,0
N190190_1,N190190,,0.00000000,0
N190193_1,N190193,,0.00000000,0
N190196_1,N190196,,0.00000000,0
N190198_1,N190198,,0.00000000,0
N190201_1,N190201,,0.00000000,0
N190206_1,N190206,,0.00000000,0
N190209_1,N190209,,0.00000000,0
N200156_1,N200156,,0.00000000,0
N200156_2,N200156,,0.00000000,0
N200157_1,N200157,,0.00000000,0
N200162_1,N200162,,0.00000000,0
N200168_1,N200168,,0.00000000,0
N200169_1,N200169,,0.00000000,0
N200172_1,N200172,,0.00000000,0
N200173_1,N200173,,0.00000000,0
N200174_1,N200174,,0.00000000,0
N200179_1,N200179,,0.00000000,0
N200181_1,N200181,,0.00000000,0
N200184_1,N200184,,0.00000000,0
N200186_1,N200186,,0.00000000,0
N200189_1,N200189,,0.00000000,0
N200192_1,N200192,,0.00000000,0
N200195_1,N200195,,0.00000000,0
N200195_2,N200195,,0.00000000,0
N200196_1,N200196,,0.00000000,0
N200197_1,N200197,,0.00000000,0
N200198_1,N200198,,0.00000000,0
N200198_2,N200198,,0.00000000,0
N200199_1,N200199,,0.00000000,0
N200200_1,N200200,,0.00000000,0
N200201_1,N200201,,0.00000000,0
N200201_2,N200201,,0.00000000,0
N200202_1,N200202,,0.00000000,0
N200202_2,N200202,,0.00000000,0
N200204_1,N200204,,0.00000000,0
N200207_1,N200207,,0.00000000,0
N210319_2,N210319,,0.00000000,0
N210320_1,N210320,,0.00000000,0
N210325_1,N210325,,0.00000000,0
N210325_2,N210325,,0.00000000,0
N210327_1,N210327,,0.00000000,0
N210328_1,N210328,,0.00000000,0
N210329_1,N210329,,0.00000000,0
N210330_1,N210330,,0.00000000,0
N210331_1,N210331,,0.00000000,0
N210334_1,N210334,,0.00000000,0
N210336_1,N210336,,0.00000000,0
N210337_1,N210337,,0.00000000,0
N210339_1,N210339,,0.00000000,0
N210340_1,N210340,,0.00000000,0
N210341_1,N210341,,0.00000000,0
N210346_1,N210346,,0.00000000,0
N210349_1,N210349,,0.00000000,0
N210354_1,N210354,,0.00000000,0
N220123_1,N220123,,0.00000000,0
N220124_1,N220124,,0.00000000,0
N220125_1,N220125,,0.00000000,0
N220126_1,N220126,,0.00000000,0
N220127_1,N220127,,0.00000000,0
N220132_1,N220132,,0.00000000,0
N220133_1,N220133,,0.00000000,0
N220134_1,N220134,,0.00000000,0
N220142_1,N220142,,0.00000000,0
N220143_1,N220143,,0.00000000,0
N220144_1,N220144,,0.00000000,0
N220145_1,N220145,,0.00000000,0
N220146_1,N220146,,0.00000000,0
N220147_1,N220147,,0.00000000,0
N220149_1,N220149,,0.00000000,0
N220151_1,N220151,,0.00000000,0
N220153_1,N220153,,0.00000000,0
N220156_1,N220156,,0.00000000,0
N220159_1,N220159,,0.00000000,0
N220162_1,N220162,,0.00000000,0
N220163_1,N220163,,0.00000000,0
N220164_1,N220164,,0.00000000,0
N220165_1,N220165,,0.00000000,0
N220166_1,N220166,,0.00000000,0
N220167_1,N220167,,0.00000000,0
N220169_1,N220169,,0.00000000,0
N220171_1,N220171,,0.00000000,0
N220174_1,N220174,,0.00000000,0
N220176_1,N220176,,0.00000000,0
N220178_1,N220178,,0.00000000,0
N220181_1,N220181,,0.00000000,0
N220183_1,N220183,,0.00000000,0
N220186_1,N220186,,0.00000000,0
N220191_2,N220191,,0.00000000,0
N220195_1,N220195,,0.00000000,0
N220199_1,N220199,,0.00000000,0
N220206_1,N220206,,0.00000000,0
N220209_1,N220209,,0.00000000,0
N220214_1,N220214,,0.00000000,0
N220216_1,N220216,,0.00000000,0
N220219_1,N220219,,0.00000000,0
N220222_1,N220222,,0.00000000,0
N220225_2,N220225,,0.00000000,0
N220228_1,N220228,,0.00000000,0
N220230_1,N220230,,0.00000000,0
N220234_1,N220234,,0.00000000,0
N220245_1,N220245,,0.00000000,0
N220250_1,N220250,,0.00000000,0
N220253_1,N220253,,0.00000000,0
N220256_1,N220256,,0.00000000,0
N230259_1,N230259,,0.00000000,0
N230260_1,N230260,,0.00000000,0
N230264_1,N230264,,0.00000000,0
N230265_1,N230265,,0.00000000,0
N230271_1,N230271,,0.00000000,0
N230272_1,N230272,,0.00000000,0
N230276_1,N230276,,0.00000000,0
N230281_1,N230281,,0.00000000,0
N230282_1,N230282,,0.00000000,0
N230284_1,N230284,,0.00000000,0
N230285_1,N230285,,0.00000000,0
N230286_1,N230286,,0.00000000,0
N230287_1,N230287,,0.00000000,0
N230290_1,N230290,,0.00000000,0
N230290_2,N230290,,0.00000000,0
N230293_2,N230293,,0.00000000,0
N230294_1,N230294,,0.00000000,0
N230294_2,N230294,,0.00000000,0
N230295_1,N230295,,0.00000000,0
N230295_2,N230295,,0.00000000,0
N240202_1,N240202,,0.00000000,0
N240202_2,N240202,,0.00000000,0
N240210_1,N240210,,0.00000000,0
N240214_1,N240214,,0.00000000,0
N240217_1,N240217,,0.00000000,0
N240219_1,N240219,,0.00000000,0
N240221_1,N240221,,0.00000000,0
N240222_1,N240222,,0.00000000,0
N240223_1,N240223,,0.00000000,0
N240225_1,N240225,,0.00000000,0
N240228_1,N240228,,0.00000000,0
N240230_1,N240230,,0.00000000,0
N240233_1,N240233,,0.00000000,0
N240236_1,N240236,,0.00000000,0
N240239_1,N240239,,0.00000000,0
N240241_1,N240241,,0.00000000,0
N240244_1,N240244,,0.00000000,0
N240248_1,N240248,,0.00000000,0
N240250_1,N240250,,0.00000000,0
N240255_1,N240255,,0.00000000,0
N240256_1,N240256,,0.00000000,0
N240258_1,N240258,,0.00000000,0
N240259_1,N240259,,0.00000000,0
N240260_1,N240260,,0.00000000,0
N240261_1,N240261,,0.00000000,0
N240266_1,N240266,,0.00000000,0
N240269_1,N240269,,0.00000000,0
N240272_1,N240272,,0.00000000,0
N240275_1,N240275,,0.00000000,0
N240278_2,N240278,,0.00000000,0
N240280_2,N240280,,0.00000000,0
N240282_1,N240282,,0.00000000,0
N240284_1,N240284,,0.00000000,0
N240285_1,N240285,,0.00000000,0
N240288_1,N240288,,0.00000000,0
N240291_1,N240291,,0.00000000,0
N240293_1,N240293,,0.00000000,0
N240296_1,N240296,,0.00000000,0
N240301_1,N240301,,0.00000000,0
N240304_1,N240304,,0.00000000,0
N240307_1,N240307,,0.00000000,0
N240312_1,N240312,,0.00000000,0
N240317_1,N240317,,0.00000000,0
N240320_1,N240320,,0.00000000,0
N250347_1,N250347,,0.00000000,0
N250348_1,N250348,,0.00000000,0
N250354_1,N250354,,0.00000000,0
N250358_1,N250358,,0.00000000,0
N250359_1,N250359,,0.00000000,0
N250360_1,N250360,,0.00000000,0
N250363_1,N250363,,0.00000000,0
N250364_1,N250364,,0.00000000,0
N250365_1,N250365,,0.00000000,0
N250367_1,N250367,,0.00000000,0
N250368_1,N250368,,0.00000000,0
N250369_1,N250369,,0.00000000,0
N250370_1,N250370,,0.00000000,0
N250371_1,N250371,,0.00000000,0
N250372_1,N250372,,0.00000000,0
N250374_1,N250374,,0.00000000,0
N250376_1,N250376,,0.00000000,0
N260208_1,N260208,,0.00000000,0
N260209_1,N260209,,0.00000000,0
N260210_1,N260210,,0.00000000,0
N260211_1,N260211,,0.00000000,0
N260212_1,N260212,,0.00000000,0
N260213_1,N260213,,0.00000000,0
N270207_1,N270207,,0.00000000,0
N270208_1,N270208,,0.00000000,0
N270209_1,N270209,,0.00000000,0
N270210_1,N270210,,0.00000000,0
N270212_1,N270212,,0.00000000,0
N270214_1,N270214,,0.00000000,0
N270215_1,N270215,,0.00000000,0
N270217_1,N270217,,0.00000000,0
N270218_1,N270218,,0.00000000,0
N270219_1,N270219,,0.00000000,0
N270220_1,N270220,,0.00000000,0
N270221_1,N270221,,0.00000000,0
N270222_1,N270222,,0.00000000,0
