State,Enode,GenMw,LoadMw,GenNode,LoadNode
0,N110142,0.000,21.460,0,0
0,N110143,0.000,6.300,0,0
0,N110144,0.000,68.940,0,0
0,N110145,0.000,1.880,0,0
0,N110146,0.000,0.960,0,0
0,N110147,0.000,6.500,0,0
0,N110148,0.000,2.860,0,0
0,N110149,0.000,9.800,0,0
0,N110150,0.000,5.200,0,0
0,N110151,0.000,6.400,0,0
0,N110152,0.000,4.070,0,0
0,N110153,0.000,5.400,0,0
0,N110154,0.000,5.700,0,0
0,N110155,0.000,4.900,0,0
0,N110156,0.000,4.600,0,0
0,N110157,0.000,6.300,0,0
0,N110158,0.000,2.860,0,0
0,N110159,0.000,2.790,0,0
0,N110160,0.000,0.000,0,0
0,N110161,0.000,11.140,0,0
0,N110162,0.000,0.000,0,0
0,N110163,0.000,42.100,0,0
0,N110164,0.000,30.200,0,0
0,N110165,0.000,0.000,0,0
0,N110166,0.000,37.900,0,0
0,N110167,0.000,25.700,0,0
0,N110168,0.000,26.400,0,0
0,N110169,0.000,0.000,0,0
0,N110170,0.000,40.200,0,0
0,N110171,0.000,4.900,0,0
0,N110172,0.000,0.000,0,0
0,N110173,0.000,54.700,0,0
0,N110174,0.000,0.000,0,0
0,N110175,0.000,43.100,0,0
0,N110176,0.000,0.000,0,0
0,N110177,0.000,76.900,0,0
0,N110178,0.000,33.300,0,0
0,N110179,0.000,23.400,0,0
0,N110180,0.000,10.000,0,0
0,N110181,0.000,17.200,0,0
0,N110182,0.000,6.400,0,0
0,N110183,0.000,9.200,0,0
0,N110184,0.000,5.300,0,0
0,N110185,0.000,3.890,0,0
0,N110186,0.000,5.300,0,0
0,N110187,0.000,16.900,0,0
0,N110188,0.000,0.000,0,0
0,N110189,0.000,7.900,0,0
0,N110190,0.000,0.000,0,0
0,N110191,0.000,0.000,0,0
0,N110192,0.000,6.400,0,0
0,N110193,0.000,5.700,0,0
0,N110194,0.000,3.610,0,0
0,N110195,0.000,4.800,0,0
0,N110196,0.000,2.410,0,0
0,N110197,0.000,8.000,0,0
0,N110198,0.000,16.100,0,0
0,N110199,0.000,4.800,0,0
0,N110200,0.000,7.300,0,0
0,N110201,0.000,4.420,0,0
0,N110202,0.000,3.240,0,0
0,N110203,0.000,3.010,0,0
0,N110204,0.000,1.330,0,0
0,N110205,0.000,3.690,0,0
0,N110206,0.000,5.800,0,0
0,N110207,0.000,3.890,0,0
0,N110208,0.000,5.300,0,0
0,N110209,0.000,8.000,0,0
0,N110210,0.000,7.500,0,0
0,N110211,0.000,5.300,0,0
0,N110212,0.000,63.700,0,0
0,N110213,0.000,6.800,0,0
0,N110214,0.000,4.900,0,0
0,N110215,0.000,5.400,0,0
0,N110216,0.000,8.700,0,0
0,N110217,0.000,7.000,0,0
0,N110218,0.000,4.330,0,0
0,N110219,0.000,3.690,0,0
0,N110220,0.000,3.890,0,0
0,N110221,0.000,1.950,0,0
0,N110222,0.000,3.390,0,0
0,N110223,0.000,7.400,0,0
0,N110224,0.000,3.800,0,0
0,N110225,0.000,5.600,0,0
0,N110226,0.000,6.000,0,0
0,N110227,0.000,2.490,0,0
0,N110228,0.000,3.090,0,0
0,N110229,0.000,4.600,0,0
0,N110230,0.000,2.180,0,0
0,N110231,0.000,1.800,0,0
0,N110232,0.000,6.200,0,0
0,N110233,0.000,2.860,0,0
0,N110234,0.000,3.240,0,0
0,N110235,0.000,5.000,0,0
0,N110236,0.000,3.010,0,0
0,N110237,0.000,1.320,0,0
0,N110238,0.000,6.100,0,0
0,N110239,0.000,4.330,0,0
0,N110240,0.000,5.700,0,0
0,N110241,0.000,1.950,0,0
0,N110242,0.000,4.600,0,0
0,N110243,0.000,4.800,0,0
0,N110244,0.000,4.250,0,0
0,N110245,0.000,5.400,0,0
0,N110246,0.000,6.500,0,0
0,N110247,0.000,4.250,0,0
0,N110248,0.000,5.600,0,0
0,N110249,0.000,5.600,0,0
0,N110250,0.000,4.500,0,0
0,N110251,0.000,5.000,0,0
0,N110252,0.000,2.790,0,0
0,N110253,0.000,4.250,0,0
0,N110254,0.000,5.700,0,0
0,N110255,0.000,7.600,0,0
0,N110256,0.000,5.600,0,0
0,N110257,0.000,5.700,0,0
0,N110258,0.000,2.260,0,0
0,N110259,0.000,7.200,0,0
0,N110260,0.000,1.140,0,0
0,N110261,0.000,8.900,0,0
0,N110262,0.000,0.000,0,0
0,N110263,0.000,8.900,0,0
0,N110264,0.000,4.600,0,0
0,N110265,0.000,7.400,0,0
0,N110266,0.000,7.200,0,0
0,N110267,0.000,6.700,0,0
0,N110268,0.000,16.100,0,0
0,N110269,0.000,6.800,0,0
0,N110270,0.000,4.250,0,0
0,N110271,0.000,6.800,0,0
0,N110272,0.000,8.000,0,0
0,N110273,0.000,0.000,0,0
0,N110274,0.000,7.600,0,0
0,N110275,0.000,9.300,0,0
0,N110276,0.000,5.100,0,0
0,N110277,0.000,10.590,0,0
0,N110278,0.000,11.460,0,0
0,N110279,0.000,1.060,0,0
0,N110280,0.000,2.410,0,0
0,N110281,0.000,1.650,0,0
0,N110282,0.000,1.050,0,0
0,N110283,0.000,1.800,0,0
0,N110284,0.000,1.060,0,0
0,N110285,0.000,0.750,0,0
0,N110286,0.000,1.180,0,0
0,N110287,0.000,0.900,0,0
0,N110288,0.000,5.600,0,0
0,N110289,0.000,0.000,0,0
0,N110290,0.000,14.000,0,0
0,N110291,0.000,0.000,0,0
0,N110292,0.000,7.300,0,0
0,N110293,0.000,0.000,0,0
0,N110294,0.000,12.600,0,0
0,N110295,0.000,0.000,0,0
0,N110296,0.000,19.200,0,0
0,N110297,0.000,0.000,0,0
0,N110298,0.000,0.000,0,0
0,N110299,0.000,8.800,0,0
0,N110300,0.000,9.000,0,0
0,N110301,0.000,9.800,0,0
0,N110302,0.000,4.250,0,0
0,N110303,0.000,5.700,0,0
0,N110304,0.000,8.100,0,0
0,N110305,0.000,12.300,0,0
0,N110306,0.000,11.800,0,0
0,N110307,0.000,2.030,0,0
0,N110308,0.000,5.000,0,0
0,N110309,0.000,0.000,0,0
0,N110310,0.000,23.800,0,0
0,N110311,0.000,11.100,0,0
0,N110312,0.000,2.490,0,0
0,N110313,0.000,37.900,0,0
0,N110314,0.000,28.100,0,0
0,N110315,0.000,35.000,0,0
0,N110316,0.000,16.200,0,0
0,N110317,0.000,0.000,0,0
0,N110318,0.000,43.700,0,0
0,N110319,0.000,34.900,0,0
0,N110320,0.000,37.300,0,0
0,N110321,0.000,38.400,0,0
0,N110322,0.000,37.900,0,0
0,N110323,0.000,34.100,0,0
0,N110324,0.000,19.400,0,0
0,N110325,0.000,0.000,0,0
0,N110326,0.000,48.000,0,0
0,N110327,0.000,34.900,0,0
0,N110328,0.000,30.800,0,0
0,N110329,0.000,0.000,0,0
0,N110330,0.000,38.400,0,0
0,N110331,0.000,0.000,0,0
0,N110332,0.000,40.400,0,0
0,N110333,0.000,1.280,0,0
0,N110334,0.000,0.000,0,0
0,N110335,0.000,57.900,0,0
0,N110336,0.000,0.000,0,0
0,N110337,0.000,66.500,0,0
0,N110338,0.000,110.600,0,0
0,N110339,0.000,46.400,0,0
0,N110340,0.000,176.900,0,0
0,N110341,0.000,48.100,0,0
0,N110342,0.000,0.000,0,0
0,N110343,0.000,0.000,0,0
0,N110344,0.000,10.900,0,0
0,N110345,0.000,20.300,0,0
0,N110346,0.000,5.700,0,0
0,N110347,0.000,9.300,0,0
0,N110348,0.000,8.200,0,0
0,N110349,0.000,2.640,0,0
0,N110350,0.000,18.300,0,0
0,N110351,0.000,3.240,0,0
0,N110352,0.000,3.160,0,0
0,N110353,0.000,0.000,0,0
0,N110354,0.000,34.900,0,0
0,N110355,0.000,34.300,0,0
0,N110356,0.000,18.800,0,0
0,N110357,0.000,0.000,0,0
0,N110358,0.000,10.900,0,0
0,N110359,0.000,12.900,0,0
0,N110360,0.000,8.000,0,0
0,N110361,0.000,4.330,0,0
0,N110362,0.000,11.500,0,0
0,N110363,0.000,4.800,0,0
0,N110364,0.000,54.800,0,0
0,N110365,0.000,0.000,0,0
0,N110366,0.000,42.800,0,0
0,N110367,0.000,20.500,0,0
0,N110368,0.000,0.000,0,0
0,N110369,0.000,21.700,0,0
0,N110370,0.000,24.300,0,0
0,N110371,0.000,12.900,0,0
0,N110372,0.000,10.100,0,0
0,N110373,0.000,9.700,0,0
0,N110374,0.000,18.900,0,0
0,N110375,0.000,0.000,0,0
0,N110376,0.000,19.500,0,0
0,N110377,0.000,11.900,0,0
0,N110378,0.000,15.700,0,0
0,N110379,0.000,18.600,0,0
0,N110380,0.000,13.800,0,0
0,N110381,0.000,0.000,0,0
0,N110382,0.000,35.200,0,0
0,N110383,0.000,0.000,0,0
0,N110384,0.000,30.500,0,0
0,N110385,0.000,5.700,0,0
0,N110386,0.000,4.070,0,0
0,N110387,0.000,0.000,0,0
0,N110388,0.000,31.800,0,0
0,N110389,0.000,33.100,0,0
0,N110390,0.000,51.500,0,0
0,N110391,0.000,31.800,0,0
0,N110392,0.000,0.000,0,0
0,N110393,0.000,65.700,0,0
0,N110394,0.000,23.400,0,0
0,N110395,0.000,0.000,0,0
0,N110396,0.000,22.000,0,0
0,N110397,0.000,0.000,0,0
0,N110398,0.000,0.000,0,0
0,N110399,0.000,11.500,0,0
0,N110400,0.000,23.400,0,0
0,N110401,0.000,52.800,0,0
0,N110402,0.000,5.500,0,0
0,N110403,0.000,0.013,0,0
0,N110404,0.000,185.800,0,0
0,N110405,0.000,52.700,0,0
0,N110406,0.000,40.800,0,0
0,N110407,0.000,39.500,0,0
0,N110408,0.000,43.500,0,0
0,N110409,0.000,4.600,0,0
0,N110410,0.000,0.000,0,0
0,N110411,0.000,49.000,0,0
0,N110412,0.000,0.000,0,0
0,N110413,0.000,0.000,0,0
0,N110414,0.000,0.000,0,0
0,N110415,0.000,47.100,0,0
0,N110416,0.000,39.400,0,0
0,N110417,0.000,0.000,0,0
0,N110418,0.000,0.000,0,0
0,N110419,0.000,46.500,0,0
0,N110420,0.000,31.300,0,0
0,N110421,0.000,0.000,0,0
0,N110422,0.000,45.800,0,0
0,N110423,0.000,24.500,0,0
0,N110424,0.000,50.000,0,0
0,N110425,0.000,42.400,0,0
0,N110426,0.000,20.800,0,0
0,N110427,0.000,27.800,0,0
0,N110428,0.000,52.200,0,0
0,N110429,0.000,0.000,0,0
0,N110430,0.000,56.100,0,0
0,N110431,0.000,30.100,0,0
0,N110432,0.000,0.000,0,0
0,N110433,0.000,22.600,0,0
0,N110434,0.000,0.000,0,0
0,N110435,0.000,0.000,0,0
0,N110436,0.000,29.900,0,0
0,N110437,0.000,19.700,0,0
0,N110438,0.000,0.000,0,0
0,N110439,0.000,20.200,0,0
0,N110440,0.000,0.000,0,0
0,N110441,0.000,0.000,0,0
0,N110442,0.000,160.500,0,0
0,N110443,0.000,0.000,0,0
0,N110444,0.000,0.000,0,0
0,N110445,0.000,0.000,0,0
0,N110446,0.000,38.100,0,0
0,N110447,0.000,3.540,0,0
0,N110448,0.000,24.000,0,0
0,N110449,0.000,318.400,0,0
0,N110450,0.000,19.000,0,0
0,N110451,0.000,23.900,0,0
0,N110452,0.000,21.500,0,0
0,N110453,0.000,14.500,0,0
0,N110454,0.000,19.600,0,0
0,N110455,0.000,19.400,0,0
0,N110456,0.000,18.100,0,0
0,N110457,0.000,13.800,0,0
0,N110458,0.000,0.000,0,0
0,N110459,0.000,31.400,0,0
0,N110460,0.000,21.800,0,0
0,N110461,0.000,11.100,0,0
0,N110462,0.000,0.000,0,0
0,N110463,0.000,32.400,0,0
0,N110464,0.000,23.200,0,0
0,N110465,0.000,0.000,0,0
0,N110466,0.000,19.800,0,0
0,N110467,0.000,32.400,0,0
0,N110468,0.000,19.300,0,0
0,N110469,0.000,9.600,0,0
0,N110470,0.000,21.400,0,0
0,N110471,0.000,15.700,0,0
0,N110472,0.000,12.000,0,0
0,N110473,0.000,17.200,0,0
0,N110474,0.000,24.300,0,0
0,N110475,0.000,12.300,0,0
0,N110476,0.000,18.600,0,0
0,N110477,0.000,15.700,0,0
0,N110478,0.000,7.700,0,0
0,N110479,0.000,25.500,0,0
0,N110480,0.000,0.000,0,0
0,N110481,0.000,18.500,0,0
0,N110482,0.000,0.000,0,0
0,N110483,0.000,32.800,0,0
0,N110484,0.000,221.100,0,0
0,N110485,0.000,56.900,0,0
0,N110486,0.000,25.300,0,0
0,N110487,0.000,24.700,0,0
0,N110488,0.000,6.500,0,0
0,N110489,0.000,14.300,0,0
0,N110490,0.000,18.800,0,0
0,N110491,0.000,0.057,0,0
0,N110492,0.000,0.000,0,0
0,N110493,0.000,48.500,0,0
0,N110494,0.000,0.000,0,0
0,N110495,0.000,11.300,0,0
0,N110496,0.000,8.100,0,0
0,N110497,0.000,6.500,0,0
0,N110498,0.000,4.250,0,0
0,N110499,0.000,2.560,0,0
0,N110500,0.000,0.000,0,0
0,N110501,0.000,13.000,0,0
0,N110502,0.000,0.000,0,0
0,N110503,0.000,11.200,0,0
0,N110504,0.000,0.256,0,0
0,N110505,0.000,7.000,0,0
0,N110506,0.000,21.200,0,0
0,N110507,0.000,0.000,0,0
0,N110508,0.000,23.200,0,0
0,N110509,0.000,28.800,0,0
0,N110510,0.000,24.100,0,0
0,N110511,0.000,17.400,0,0
0,N110512,0.000,19.400,0,0
0,N110513,0.000,0.000,0,0
0,N110514,0.000,30.600,0,0
0,N110515,0.000,18.800,0,0
0,N110516,0.000,21.200,0,0
0,N110517,0.000,12.900,0,0
0,N110518,0.000,0.000,0,0
0,N110519,0.000,29.500,0,0
0,N110520,0.000,14.700,0,0
0,N110521,0.000,29.500,0,0
0,N110522,0.000,2.560,0,0
0,N110523,0.000,14.700,0,0
0,N110524,0.000,0.000,0,0
0,N110525,0.000,28.400,0,0
0,N110526,0.000,0.000,0,0
0,N110527,0.000,27.800,0,0
0,N110528,0.000,0.000,0,0
0,N110529,0.000,21.200,0,0
0,N110530,0.000,14.900,0,0
0,N110531,0.000,24.900,0,0
0,N110532,0.000,18.900,0,0
0,N110533,0.000,45.600,0,0
0,N110534,0.000,0.000,0,0
0,N110535,0.000,21.300,0,0
0,N110536,0.000,29.600,0,0
0,N110537,0.000,28.100,0,0
0,N110538,0.000,17.200,0,0
0,N110539,0.000,30.400,0,0
0,N110540,0.000,18.200,0,0
0,N110541,0.000,0.000,0,0
0,N110542,0.000,25.500,0,0
0,N110543,0.000,15.700,0,0
0,N110544,0.000,27.200,0,0
0,N110545,0.000,7.100,0,0
0,N110546,0.000,23.400,0,0
0,N110547,0.000,6.500,0,0
0,N110548,0.000,14.800,0,0
0,N110549,0.000,14.100,0,0
0,N110550,0.000,76.200,0,0
0,N110551,0.000,15.500,0,0
0,N110552,0.000,3.890,0,0
0,N110553,0.000,0.000,0,0
0,N110554,0.000,9.000,0,0
0,N110555,0.000,0.226,0,0
0,N110556,0.000,35.500,0,0
0,N110557,0.000,22.300,0,0
0,N110558,0.000,30.300,0,0
0,N110559,0.000,23.800,0,0
0,N110560,0.000,32.400,0,0
0,N110561,0.000,0.000,0,0
0,N110562,0.000,17.300,0,0
0,N110563,0.000,0.000,0,0
0,N110564,0.000,0.000,0,0
0,N110565,0.000,10.400,0,0
0,N110566,0.000,0.000,0,0
0,N110567,0.000,18.200,0,0
0,N110568,0.000,0.000,0,0
0,N110569,0.000,12.400,0,0
0,N110570,0.000,6.500,0,0
0,N110571,0.000,10.700,0,0
0,N110572,0.000,3.760,0,0
0,N110573,0.000,2.110,0,0
0,N110574,0.000,29.600,0,0
0,N110575,0.000,0.000,0,0
0,N110576,0.000,42.800,0,0
0,N110577,0.000,28.000,0,0
0,N110578,0.000,30.300,0,0
0,N110579,0.000,0.000,0,0
0,N110580,0.000,10.300,0,0
0,N110581,0.000,0.000,0,0
0,N110582,0.000,31.200,0,0
0,N110583,0.000,24.700,0,0
0,N110584,0.000,51.000,0,0
0,N110585,0.000,0.000,0,0
0,N110586,0.000,0.000,0,0
0,N110587,0.000,54.300,0,0
0,N110588,0.000,0.000,0,0
0,N110589,0.000,57.900,0,0
0,N110590,0.000,25.100,0,0
0,N110591,0.000,0.000,0,0
0,N110592,0.000,29.800,0,0
0,N110593,0.000,24.900,0,0
0,N110594,0.000,18.700,0,0
0,N110595,0.000,11.900,0,0
0,N110596,0.000,5.700,0,0
0,N110597,0.000,0.000,0,0
0,N110598,0.000,22.200,0,0
0,N110599,0.000,10.300,0,0
0,N110600,0.000,10.900,0,0
0,N110601,0.000,1.460,0,0
0,N110602,0.000,6.300,0,0
0,N110603,0.000,7.500,0,0
0,N110604,0.000,7.300,0,0
0,N110605,0.000,2.860,0,0
0,N110606,0.000,0.000,0,0
0,N110607,0.000,7.600,0,0
0,N110608,0.000,4.700,0,0
0,N110609,0.000,7.100,0,0
0,N110610,0.000,6.000,0,0
0,N110611,0.000,0.369,0,0
0,N110612,0.000,3.240,0,0
0,N110613,0.000,4.330,0,0
0,N110614,0.000,3.460,0,0
0,N110615,0.000,6.400,0,0
0,N110616,0.000,5.400,0,0
0,N110617,0.000,3.540,0,0
0,N110618,0.000,3.240,0,0
0,N110619,0.000,0.930,0,0
0,N110620,0.000,2.710,0,0
0,N110621,0.000,5.700,0,0
0,N110622,0.000,0.740,0,0
0,N110623,0.000,6.500,0,0
0,N110624,0.000,2.260,0,0
0,N110625,0.000,6.800,0,0
0,N110626,0.000,1.420,0,0
0,N110627,0.000,4.800,0,0
0,N110628,0.000,5.700,0,0
0,N110629,0.000,0.540,0,0
0,N110630,0.000,4.500,0,0
0,N110631,0.000,3.800,0,0
0,N110632,0.000,4.250,0,0
0,N110633,0.000,3.460,0,0
0,N110634,0.000,4.900,0,0
0,N110635,0.000,0.000,0,0
0,N110636,0.000,5.600,0,0
0,N110637,0.000,2.340,0,0
0,N110638,0.000,5.300,0,0
0,N110639,0.000,2.340,0,0
0,N110640,0.000,3.760,0,0
0,N110641,0.000,6.100,0,0
0,N110642,0.000,1.650,0,0
0,N110643,0.000,5.000,0,0
0,N110644,0.000,2.260,0,0
0,N110645,0.000,2.940,0,0
0,N110646,0.000,4.600,0,0
0,N110647,0.000,5.300,0,0
0,N110648,0.000,2.260,0,0
0,N110649,0.000,5.400,0,0
0,N110650,0.000,1.650,0,0
0,N110651,0.000,2.490,0,0
0,N110652,0.000,0.376,0,0
0,N110653,0.000,6.300,0,0
0,N110654,0.000,3.160,0,0
0,N110655,0.000,0.000,0,0
0,N110656,0.000,4.160,0,0
0,N110657,0.000,0.960,0,0
0,N110658,0.000,5.100,0,0
0,N110659,0.000,3.390,0,0
0,N110660,0.000,1.730,0,0
0,N110661,0.000,3.540,0,0
0,N110662,0.000,1.950,0,0
0,N110663,0.000,1.200,0,0
0,N110664,0.000,2.340,0,0
0,N110665,0.000,7.100,0,0
0,N110666,0.000,7.100,0,0
0,N110667,0.000,5.100,0,0
0,N110668,0.000,10.500,0,0
0,N110669,0.000,7.300,0,0
0,N110670,0.000,7.300,0,0
0,N110671,0.000,6.600,0,0
0,N110672,0.000,4.900,0,0
0,N110673,0.000,6.500,0,0
0,N110674,0.000,8.500,0,0
0,N110675,0.000,4.250,0,0
0,N110676,0.000,4.160,0,0
0,N110677,0.000,7.500,0,0
0,N110678,0.000,6.900,0,0
0,N110679,0.000,4.700,0,0
0,N110680,0.000,7.200,0,0
0,N110681,0.000,1.180,0,0
0,N110682,0.000,1.070,0,0
0,N110683,0.000,1.880,0,0
0,N110684,0.000,1.060,0,0
0,N110685,0.000,1.800,0,0
0,N110686,0.000,1.360,0,0
0,N110687,0.000,1.030,0,0
0,N110688,0.000,6.100,0,0
0,N110689,0.000,0.188,0,0
0,N110690,0.000,35.000,0,0
0,N110691,0.000,36.800,0,0
0,N110692,0.000,34.300,0,0
0,N110693,0.000,25.800,0,0
0,N110694,0.000,24.900,0,0
0,N110695,0.000,0.000,0,0
0,N110696,0.000,44.300,0,0
0,N110697,0.000,0.000,0,0
0,N110698,0.000,34.300,0,0
0,N110699,0.000,0.000,0,0
0,N110700,0.000,0.000,0,0
0,N110701,0.000,0.000,0,0
0,N110702,0.000,37.300,0,0
0,N110703,0.000,0.000,0,0
0,N110704,0.000,38.000,0,0
0,N110705,0.000,48.800,0,0
0,N110706,0.000,41.400,0,0
0,N110707,0.000,11.900,0,0
0,N110708,0.000,29.800,0,0
0,N110709,0.000,36.500,0,0
0,N110710,0.000,0.000,0,0
0,N110711,0.000,62.700,0,0
0,N110712,0.000,0.000,0,0
0,N110713,0.000,60.400,0,0
0,N110714,0.000,34.100,0,0
0,N110715,0.000,2.940,0,0
0,N110716,0.000,3.010,0,0
0,N110717,0.000,12.200,0,0
0,N110718,0.000,2.940,0,0
0,N110719,0.000,0.000,0,0
0,N110720,0.000,10.200,0,0
0,N110721,0.000,6.800,0,0
0,N110722,0.000,11.300,0,0
0,N110723,0.000,2.560,0,0
0,N110724,0.000,0.065,0,0
0,N110725,0.000,0.000,0,0
0,N110726,0.000,33.600,0,0
0,N110727,0.000,0.000,0,0
0,N110728,0.000,0.000,0,0
0,N110729,0.000,0.000,0,0
0,N110730,0.000,1.580,0,0
0,N110731,0.000,4.330,0,0
0,N110732,0.000,11.100,0,0
0,N110733,0.000,7.100,0,0
0,N110734,0.000,3.610,0,0
0,N110735,0.000,0.000,0,0
0,N110736,0.000,6.800,0,0
0,N110737,0.000,67.200,0,0
0,N110738,0.000,1.280,0,0
0,N110739,0.000,3.760,0,0
0,N110740,0.000,1.580,0,0
0,N110741,0.000,6.700,0,0
0,N110742,0.000,0.000,0,0
0,N110743,0.000,89.300,0,0
0,N110744,0.000,40.100,0,0
0,N110745,0.000,70.800,0,0
0,N110746,0.000,31.200,0,0
0,N110747,0.000,0.000,0,0
0,N110748,0.000,0.000,0,0
0,N110749,0.000,27.900,0,0
0,N110750,0.000,0.000,0,0
0,N110751,0.000,40.000,0,0
0,N110752,0.000,11.900,0,0
0,N110753,0.000,0.000,0,0
0,N110754,0.000,25.900,0,0
0,N110755,0.000,29.600,0,0
0,N110756,0.000,9.300,0,0
0,N110757,0.000,72.500,0,0
0,N110758,0.000,33.900,0,0
0,N110759,0.000,17.200,0,0
0,N110760,0.000,19.300,0,0
0,N110761,0.000,13.200,0,0
0,N110762,0.000,0.000,0,0
0,N110763,0.000,46.600,0,0
0,N110764,0.000,27.300,0,0
0,N110765,0.000,13.300,0,0
0,N110766,0.000,2.260,0,0
0,N110767,0.000,0.000,0,0
0,N110768,0.000,9.600,0,0
0,N110769,0.000,7.300,0,0
0,N110770,0.000,26.500,0,0
0,N110771,0.000,42.200,0,0
0,N110772,0.000,0.000,0,0
0,N110773,0.000,50.200,0,0
0,N110774,0.000,0.000,0,0
